Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Nigeria,36.975,37.4292926829,37.8690731707,38.2888292683,38.6870731707,39.067804878,39.4370243902,39.8042439024,40.1784634146,40.5646829268,40.965902439,41.3866097561,41.8228292683,42.2700243902,42.7232195122,43.179902439,43.6405609756,44.0977073171,44.5403414634,44.9569512195,45.3275609756,45.6316585366,45.8627560976,46.0183414634,46.1019268293,46.1219756098,46.0954634146,46.042902439,45.9842926829,45.9326585366,45.8946341463,45.8697804878,45.8526585366,45.840804878,45.8397073171,45.8513170732,45.8770487805,45.9212926829,45.9924634146,46.1000243902,46.2644390244,46.5057317073,46.8299512195,47.2346341463,47.7107804878,48.2383658537,48.7928536585,49.3462682927,49.8775609756,50.3757317073,50.8372682927,51.2696829268,51.6904878049,52.1127073171,52.5413414634,52.9779268293
Nicaragua,46.9988292683,47.6456585366,48.2958780488,48.9505121951,49.6080731707,50.2706341463,50.9412926829,51.6195365854,52.3008536585,52.9781219512,53.6436585366,54.2867317073,54.8991707317,55.4759268293,56.0134878049,56.5089268293,56.9578536585,57.37,57.7571463415,58.1284634146,58.497097561,58.8731219512,59.2665609756,59.6894878049,60.1504878049,60.6678292683,61.2551707317,61.9100731707,62.619902439,63.3704878049,64.135,64.884097561,65.5914146341,66.2391463415,66.8216341463,67.3427560976,67.818,68.274097561,68.728804878,69.1902439024,69.6580731707,70.1274146341,70.5858780488,71.025,71.442902439,71.8385853659,72.2150487805,72.5762195122,72.925,73.2638780488,73.5923414634,73.9073658537,74.2094634146,74.498097561,74.7727804878,75.038
Netherlands,73.3926829268,73.6526829268,73.323902439,73.3370731707,73.7041463415,73.5687804878,73.5129268293,73.8041463415,73.6126829268,73.5395121951,73.5856097561,73.8095121951,73.7270731707,74.143902439,74.5368292683,74.4987804878,74.6470731707,75.2214634146,75.1451219512,75.606097561,75.7431707317,75.9343902439,75.9885365854,76.1641463415,76.2331707317,76.2846341463,76.2704878049,76.7051219512,76.8902439024,76.7341463415,76.8780487805,77,77.2170731707,76.9165853659,77.3751219512,77.4046341463,77.4356097561,77.7943902439,77.8829268293,77.8365853659,77.987804878,78.1902439024,78.2926829268,78.4926829268,79.0951219512,79.3463414634,79.6975609756,80.0975609756,80.2512195122,80.5487804878,80.7024390244,81.2048780488,81.1048780488,81.3048780488,81.7073170732,81.7073170732
Norway,73.5497560976,73.5504878049,73.4480487805,73.0775609756,73.5958536585,73.7231707317,73.9953658537,74.0665853659,73.9419512195,73.6634146341,74.0880487805,74.1792682927,74.3446341463,74.442195122,74.7536585366,74.8175609756,75.0395121951,75.3868292683,75.4185365854,75.413902439,75.6717073171,75.8690243902,76.0109756098,76.0668292683,76.2243902439,75.9168292683,76.2412195122,76.0817073171,76.2204878049,76.5004878049,76.5373170732,76.9807317073,77.1843902439,77.1517073171,77.6897560976,77.7365853659,78.1504878049,78.1426829268,78.3292682927,78.2829268293,78.6341463415,78.7853658537,78.987804878,79.3902439024,79.8414634146,80.0414634146,80.343902439,80.3951219512,80.5926829268,80.7951219512,80.9975609756,81.2951219512,81.4512195122,81.7512195122,82.1,82.1
Nepal,35.1708292683,35.5333414634,35.952804878,36.4251707317,36.9464634146,37.5056829268,38.0923658537,38.695,39.3036341463,39.9087804878,40.5044390244,41.0881463415,41.6628780488,42.2361219512,42.8088780488,43.387097561,43.9752926829,44.5783902439,45.2009268293,45.8453902439,46.511804878,47.1982195122,47.9021707317,48.6206829268,49.3542195122,50.1062682927,50.8802926829,51.6782195122,52.5000243902,53.3396829268,54.1947317073,55.0586341463,55.9244878049,56.7852926829,57.633097561,58.4644146341,59.2772926829,60.0716829268,60.8476097561,61.600097561,62.3266341463,63.0242439024,63.690902439,64.3265853659,64.9312926829,65.5025121951,66.040195122,66.5468536585,67.0249756098,67.4780731707,67.9101707317,68.3257804878,68.7279512195,69.1181707317,69.4989756098,69.8698536585
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,71.2365853659,70.9853658537,71.2317073171,71.2804878049,71.3292682927,71.2268292683,71.1243902439,71.4731707317,71.1243902439,71.4731707317,71.2731707317,71.7731707317,71.8292682927,71.6682926829,71.9243902439,72.2195121951,72.4219512195,72.1682926829,73.0195121951,73.0682926829,72.8292682927,73.6219512195,73.7243902439,73.7756097561,74.3707317073,73.8292682927,74.1219512195,74.1780487805,74.4243902439,74.8243902439,75.3780487805,76.0317073171,76.1243902439,76.4341463415,76.8829268293,76.7341463415,76.787804878,77.3341463415,78.0853658537,77.8902439024,78.6365853659,78.6926829268,78.8463414634,79.1463414634,79.5487804878,79.8512195122,80.0487804878,80.1512195122,80.3512195122,80.7024390244,80.7024390244,80.9048780488,81.156097561,81.4073170732,81.4048780488,81.4568292683
OECD members,67.3504821165,67.7459562621,67.7519996088,67.9713417151,68.3731857037,68.4989285895,68.7725935817,69.008435936,68.9747619531,69.1757368031,69.502784364,69.7848265726,70.0806415151,70.2651211693,70.6813066722,71.0325995437,71.3098748778,71.6750267349,71.8551876622,72.1980764659,72.2565729634,72.6269599963,72.9670837786,73.10069102,73.3939868432,73.5360705043,73.7956527899,74.0857891037,74.2313378775,74.5005217413,74.6809092349,74.8750589258,75.1528269388,75.2736980287,75.5772453955,75.6862890588,76.061654834,76.3998250263,76.608153928,76.7895224309,77.0701150097,77.375214948,77.5347763649,77.6819845529,78.0988258353,78.2247979691,78.5231567983,78.7580990547,78.9170745394,79.1828109102,79.3669390683,79.6074377034,79.7278633001,79.9057658701,80.1441042679,80.2831239926
Oman,42.6670731707,43.4910243902,44.3005121951,45.0955365854,45.8765853659,46.6416829268,47.3843414634,48.1070731707,48.8183414634,49.5286585366,50.2584146341,51.0315853659,51.8591219512,52.748,53.6942439024,54.6898780488,55.7189512195,56.7555609756,57.7782195122,58.7720243902,59.7274390244,60.64,61.5161707317,62.3594146341,63.1687317073,63.9406341463,64.6740731707,65.3710731707,66.033097561,66.6641707317,67.2677560976,67.8468536585,68.4049756098,68.9466097561,69.4737560976,69.9884146341,70.4905853659,70.9787804878,71.4524634146,71.9121707317,72.3593658537,72.7960487805,73.223195122,73.638804878,74.0414146341,74.4265365854,74.7882439024,75.1230243902,75.4299268293,75.7114390244,75.9700731707,76.2117804878,76.4420243902,76.6682926829,76.8945609756,77.1218292683
Other small states,51.4227955043,51.8740672999,52.3141965991,52.7162142882,53.1181472878,53.490803649,53.8209721655,54.154998465,54.4837018547,54.8092802898,55.1477113299,55.4759262142,55.8129491951,56.1189224287,56.4211647516,56.7590833307,57.1402604587,57.5373646311,57.993871453,58.4708819032,58.9497853113,59.4144928812,59.917939392,60.3033762723,60.6714590177,61.0241850799,61.4173255015,61.7879171735,62.0238355002,62.2122470228,62.3366134171,62.4477898259,62.4458792126,62.2458712604,61.9752199204,61.8125385996,61.6951486285,61.4256656188,61.0384688685,60.8129222478,60.6859822073,60.6023825794,60.7172173792,60.8996798438,61.25600107,61.734958754,62.2817839958,62.9256382602,63.617096178,64.3160590497,64.9537993435,65.5331269707,66.0434202265,66.5365230644,66.9562213371,67.3311290298
Pakistan,45.2869512195,46.2187560976,47.1115365854,47.962804878,48.7750731707,49.5468780488,50.2812439024,50.9786585366,51.641097561,52.2685121951,52.8603170732,53.413902439,53.9282195122,54.4057073171,54.8483902439,55.2613170732,55.6475365854,56.0121707317,56.3607804878,56.6979512195,57.0282195122,57.3530731707,57.6724878049,57.9869512195,58.2974878049,58.6056341463,58.9109512195,59.2134390244,59.5116097561,59.8059268293,60.0958536585,60.3808536585,60.6608536585,60.934804878,61.2046829268,61.4704390244,61.733097561,61.9936585366,62.252195122,62.508195122,62.7581707317,62.9981707317,63.2261707317,63.4432195122,63.652804878,63.8634878049,64.0852682927,64.3256341463,64.5860731707,64.8635609756,65.1500487805,65.432,65.6978536585,65.9385853659,66.149195122,66.3321707317
Panama,60.8817073171,61.3975121951,61.8963658537,62.3767804878,62.8402195122,63.2901219512,63.7323658537,64.1743902439,64.6236097561,65.082,65.5545853659,66.0443902439,66.5484878049,67.0599756098,67.5739512195,68.0819512195,68.5735365854,69.0427560976,69.483097561,69.8920731707,70.2681707317,70.6133170732,70.9354634146,71.2396341463,71.5293414634,71.8076585366,72.0746829268,72.331,72.5771707317,72.8157317073,73.0462439024,73.2712682927,73.4907317073,73.7055121951,73.9154878049,74.1215121951,74.3254146341,74.5250487805,74.7208292683,74.9136585366,75.1019756098,75.2852926829,75.4626829268,75.6353170732,75.8037560976,75.9716341463,76.1395121951,76.3114878049,76.4871219512,76.6685121951,76.855195122,77.0462195122,77.2390487805,77.4326341463,77.6254390244,77.8174390244
Peru,47.6915853659,48.2329268293,48.7527804878,49.2486585366,49.7280487805,50.2144390244,50.7367804878,51.3185365854,51.969195122,52.6872682927,53.4537560976,54.2416829268,55.0175853659,55.758,56.4514146341,57.0968292683,57.7047560976,58.2941463415,58.881,59.4703414634,60.0636341463,60.6589268293,61.2497073171,61.8305121951,62.3993658537,62.9548292683,63.4944390244,64.0192195122,64.5321707317,65.0347560976,65.5304390244,66.0236585366,66.5173658537,67.0134878049,67.5125121951,68.0154390244,68.5237560976,69.0325365854,69.536804878,70.030097561,70.5074390244,70.9598780488,71.3838780488,71.7764878049,72.136195122,72.4590243902,72.7459512195,73.0019756098,73.2335609756,73.4477073171,73.6513658537,73.8525365854,74.0566829268,74.2667804878,74.4853658537,74.7134146341
Philippines,57.8119268293,58.1222682927,58.4288536585,58.7326097561,59.0330731707,59.3332682927,59.6362439024,59.9421219512,60.2454634146,60.5403414634,60.8132439024,61.0461707317,61.231097561,61.3689756098,61.4653414634,61.536195122,61.5995853659,61.6775121951,61.79,61.9455853659,62.1547560976,62.4210243902,62.7324146341,63.0733902439,63.4334390244,63.7975609756,64.1477317073,64.4744390244,64.7691463415,65.0288780488,65.257097561,65.4632926829,65.6609756098,65.8601707317,66.0643414634,66.2724878049,66.4796097561,66.6787317073,66.8633170732,67.0329268293,67.1865121951,67.3256097561,67.4537073171,67.5738292683,67.6895121951,67.8022439024,67.9125609756,68.0224878049,68.132,68.243097561,68.3582682927,68.4784878049,68.6042195122,68.7349512195,68.8701707317,69.0098536585
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0692682927,,,,,71.8446341463,,,,,70.4936585366,,,,,69.1292682927,,,,,,,,,,
Papua New Guinea,41.9810487805,42.449097561,42.9773170732,43.5778292683,44.2507317073,44.9791707317,45.7387804878,46.4991219512,47.2372439024,47.944195122,48.6205609756,49.275902439,49.929097561,50.594,51.2743902439,51.9788292683,52.7148536585,53.4737560976,54.2395365854,54.9943414634,55.705195122,56.335195122,56.8639756098,57.2854146341,57.604097561,57.8413658537,58.0313170732,58.2133414634,58.4200487805,58.6643170732,58.9502195122,59.267,59.59,59.9024634146,60.199902439,60.4827560976,60.753902439,61.0210731707,61.292097561,61.5693658537,61.8568292683,62.1599512195,62.4753414634,62.7995365854,63.1256097561,63.4450731707,63.744,64.015902439,64.2553414634,64.4627804878,64.6402439024,64.7956829268,64.9415609756,65.0858536585,65.2340731707,65.3877073171
Poland,67.6804878049,67.7780487805,67.4268292683,68.3756097561,68.6292682927,69.4292682927,69.8268292683,69.4243902439,70.2195121951,69.7195121951,69.8682926829,69.612195122,70.6658536585,70.6634146341,71.1170731707,70.5609756098,70.656097561,70.4024390244,70.3512195122,70.7512195122,70.0975609756,71.0512195122,71.1024390244,71,70.8,70.5487804878,70.8487804878,70.8975609756,71.3317073171,71.043902439,70.8902439024,70.587804878,71.0902439024,71.5951219512,71.6951219512,71.8926829268,72.2463414634,72.6463414634,72.9975609756,73.043902439,73.7487804878,74.2,74.4975609756,74.5975609756,74.8463414634,74.9951219512,75.143902439,75.243902439,75.543902439,75.6951219512,76.2463414634,76.6951219512,76.7463414634,77,77.6024390244,78.2048780488
Pre-demographic dividend,38.7907794593,39.2390211246,39.6825543956,40.1209864965,40.555292803,40.9886199063,41.4246978669,41.8662858321,42.3147586207,42.769602203,43.230389516,43.6971567751,44.1664039801,44.6334368302,45.0935136081,45.5416939755,45.9736652707,46.385981549,46.7764402654,47.143087851,47.4840469287,47.7983106464,48.0870602781,48.3498892851,48.5856957331,48.7909544005,48.9629270851,49.1022097528,49.2123038145,49.2998394224,49.3694970548,49.4242998527,49.4709062934,49.5179653501,49.5750828995,49.6523716487,49.7608921323,49.9100611397,50.1101266031,50.3711010441,50.7077514302,51.1316033937,51.6381245783,52.216034198,52.8518129559,53.5285028324,54.2282871215,54.9321303659,55.6225746471,56.2860998169,56.9121846576,57.4963257571,58.044477345,58.5616483444,59.0475161667,59.502810222
Puerto Rico,68.7196097561,68.9431707317,69.1454390244,69.356,69.5932926829,69.8707560976,70.1867073171,70.5235121951,70.8641463415,71.2026097561,71.5355365854,71.859097561,72.1694634146,72.4647317073,72.737902439,72.9824634146,73.1908292683,73.3613170732,73.4987317073,73.6064390244,73.7002439024,73.7974634146,73.9085853659,74.0366341463,74.1776341463,74.309195122,74.4003902439,74.4309756098,74.394097561,74.2989512195,74.1691707317,74.038804878,73.9463658537,73.9208780488,73.976902439,74.1250731707,74.3624878049,74.6666341463,75.0114146341,75.3811707317,76.6892682927,77.0668292683,77.7604878049,78.0712195122,78.1758536585,78.296097561,78.4163414634,78.4258536585,77.9034878049,78.149804878,78.4081707317,78.671195122,78.9264146341,79.1673902439,79.3901219512,79.5961219512
"Korea, Dem. People’s Rep.",51.0771707317,51.4382439024,51.8253170732,52.3450487805,53.0548780488,53.9669512195,55.0412195122,56.1737073171,57.2771463415,58.3194390244,59.2826341463,60.1647560976,60.985902439,61.7606097561,62.4884390244,63.1648536585,63.7863902439,64.3519756098,64.864097561,65.3272439024,65.7454146341,66.125195122,66.4730243902,66.7974146341,67.1057073171,67.4272439024,67.7993170732,68.218804878,68.6576829268,69.0734878049,69.3443170732,69.3253170732,68.9517073171,68.2302682927,67.2282195122,66.1172926829,65.124195122,64.4419512195,64.1915121951,64.3952682927,64.9795609756,65.7921463415,66.6217804878,67.3087073171,67.7982926829,68.0944634146,68.2597317073,68.4087317073,68.6290487805,68.9372439024,69.3273170732,69.7692682927,70.2096097561,70.6078780488,70.9520731707,71.2387560976
Portugal,62.8089268293,63.2523658537,63.6941463415,64.1322926829,64.5638536585,64.9894634146,65.4062682927,65.8168292683,66.2216585366,66.6217560976,67.0731707317,66.7707317073,68.3243902439,67.5243902439,68.0195121951,68.3097560976,68.8609756098,70.012195122,70.3170731707,71.1682926829,71.2146341463,71.6146341463,72.4146341463,72.2658536585,72.5146341463,72.8146341463,73.2658536585,73.6658536585,73.7146341463,74.2658536585,73.9658536585,74.0146341463,74.312195122,74.512195122,74.9146341463,75.312195122,75.2609756098,75.412195122,75.712195122,75.9634146341,76.3146341463,76.8146341463,77.0658536585,77.2195121951,77.6707317073,78.0707317073,78.4195121951,78.3219512195,78.5243902439,78.7268292683,79.0268292683,80.4707317073,80.3731707317,80.7219512195,81.1219512195,81.5219512195
Paraguay,63.7937073171,64.0182682927,64.226902439,64.4110487805,64.5702195122,64.707804878,64.8357317073,64.9664634146,65.1089512195,65.2657317073,65.4333902439,65.6065121951,65.7752195122,65.932097561,66.0761463415,66.206902439,66.325804878,66.4387804878,66.5497560976,66.6607073171,66.771097561,66.8789512195,66.9837804878,67.0865853659,67.1888780488,67.295195122,67.411,67.5398536585,67.6832439024,67.8421707317,68.0126097561,68.1910487805,68.3704634146,68.5508536585,68.7307560976,68.9152195122,69.112804878,69.3270487805,69.5614634146,69.8125365854,70.0746829268,70.3398536585,70.5974390244,70.8423902439,71.0711707317,71.285804878,71.4913414634,71.693804878,71.8967804878,72.0997560976,72.2982439024,72.4851707317,72.6545121951,72.8037560976,72.9324146341,73.0429756098
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0528780488,68.3940243902,68.7160487805,69.0254146341,69.3246341463,69.6117560976,69.883804878,70.1353414634,70.363902439,70.5704878049,70.760097561,70.9356829268,71.1036829268,71.2691219512,71.435,71.6038536585,71.7737560976,71.9437560976,72.1123902439,72.2801463415,72.447,72.6153658537,72.7847073171,72.9554634146,73.1281219512,73.3016829268
Pacific island small states,53.6700655718,54.140333525,54.6078679236,55.0701575789,55.5257244508,55.972876019,56.4138306095,56.8492529011,57.2781945372,57.6996537727,58.1132948103,58.5179868004,58.9141625145,59.30165501,59.6813294975,60.0538990853,60.41931295,60.7751705551,61.1186068721,61.4457050402,61.7457751622,62.0086403416,62.2309162479,62.4149905335,62.5653171209,62.6961106051,62.8245538122,63.2103602589,63.1443316284,63.3614974362,63.6741600488,63.9259741838,64.25101481,64.5827223664,64.9124911513,65.2989068249,65.5478260907,65.8560677626,66.1624051284,66.4943262838,66.762204373,67.0634195024,67.356790516,67.6468511568,67.9335270515,68.2257940142,68.4977739305,68.7762324039,69.0520818373,69.3237743699,69.5894087728,69.8459063675,70.0911262348,70.3241104556,70.5440236925,70.7525420226
Post-demographic dividend,68.7291254615,69.1354688284,69.1444824981,69.3577963662,69.7731336526,69.8689400155,70.1217106387,70.3711661304,70.3012401223,70.5050394715,70.8294189204,71.1043139857,71.3411364145,71.5020339362,71.8809494174,72.2289883934,72.4643057295,72.8037263104,72.939540129,73.2331139446,73.2645077635,73.582241129,73.9019353284,74.0120747672,74.3058261742,74.4451974485,74.6944866083,74.9879994361,75.0857233003,75.3390241501,75.4658241433,75.5652116382,75.7959460391,75.8067285889,76.0576283895,76.0785694172,76.4175911245,76.7517641357,76.964132709,77.1236932652,77.3620395357,77.667810024,77.791854504,77.9176504193,78.355804403,78.4489861927,78.7720926547,79.0249115994,79.1720568531,79.4940580418,79.708411982,79.9757773179,80.1077393212,80.2944818948,80.5272135955,80.6464623428
